name,surname,mail,gender,age,school,department,city_living,experience,programs,languages,gpa,degree,department_applied,salary,drivers_license,smoking,military_service,flexible_hours,group_alone,online,reference,internship,hired
Kenzie,Cady,kenzie.cady@mail.com,F,20,Istanbul University-Cerrahpasa,Aeronautical Engineering,Istanbul,0,Allen Bradley PLC Omron PLC C,Other,3.67,Bachelor,Automation,23000,0,0, ,0,A,1,1,0,H
Keon,Houston,keon.houston@mail.com,F,39,Manisa Celal Bayar University,Mechatronics Engineering,Mardin,13,Omron PLC C,E,3.24,Master,Automation,35000,0,1, ,0,A,1,1, ,H
Keona,East,keona.east@mail.com,F,22,Kocaeli University,Automotive Engineering,Istanbul,0,Omron PLC C,"E,G",2.47,Bachelor,Automation,22000,0,0, ,0,G,0,0,1,H
Keri,Pruett,keri.pruett@mail.com,F,23,cag University,Automotive Engineering,Istanbul,3,Altium,"E,G",3.68,Bachelor,Electronics,33000,0,0, ,0,G,1,1,1,H
Kerry,Jonas,kerry.jonas@mail.com,M,38,Piri Reis University,Electrical Electronics Engineering,Zonguldak,15,Schneider Electric PLC Allen Bradley PLC Omron PLC,"E,G",2.16,Master,Automation,49000,1,1,Uncertain,0,G,1,0, ,H
Keshawn,McClain,keshawn.mcclain@mail.com,F,20,Hacettepe University,Electrical Electronics Engineering,Istanbul,0,Allen Bradley PLC,Other,3.44,Bachelor,Automation,25000,1,1, ,0,G,0,1,1,H
Keyana,Ostrander,keyana.ostrander@mail.com,M,30,Sakarya University,Mechanical Engineering,Istanbul,17,Fusion 360,E,3.83,Master,Design,32000,1,0,Exempted,0,G,1,1, ,H
Keyla,Langford,keyla.langford@mail.com,M,42,Bogazici University,Aeronautical Engineering,Istanbul,19,Solidworks Fusion 360 AutoCAD Siemens NX,Other,4.00,PhD or Higher,Design,24000,1,0,Uncertain,0,G,0,0, ,H
Khalil,Sisson,khalil.sisson@mail.com,M,37,Istanbul University,Electronics and Automation Engineering,Istanbul,15,Siemens PLC C,E,2.48,Master,Automation,27000,1,1,Uncertain,0,A,0,0, ,N
Kiah,Kimble,kiah.kimble@mail.com,F,26,Ege University,Aeronautical Engineering,Kastamonu,4,Altium,"E,G",2.69,Bachelor,Electronics,26000,0,1, ,0,G,0,0,1,N
Kiarra,Barr,kiarra.barr@mail.com,M,22,Bogazici University,Aeronautical Engineering,Istanbul,0,MATLAB,E,2.70,Bachelor,Test,24000,0,1,Not at Military Age,0,G,0,1,0,N
Kiera,Buck,kiera.buck@mail.com,F,33,Ege University,Automotive Engineering,Istanbul,8,Python Java,G,2.93,Bachelor,Programming,41000,1,1, ,0,G,1,0, ,H
Kieran,Wilks,kieran.wilks@mail.com,F,38,Istanbul University-Cerrahpasa,Electronics and Communication Engineering,Istanbul,13,MATLAB Altium,Other,3.59,PhD or Higher,Test,49000,1,0, ,0,G,0,1, ,N
Kierra,Peter,kierra.peter@mail.com,F,34,Sakarya University,Mechatronics Engineering,Ankara,10,MATLAB,Other,3.29,Master,Test,16000,0,1, ,0,A,1,0, ,N
Kinley,Robledo,kinley.robledo@mail.com,F,29,Karadeniz Technical University,Automotive Engineering,Istanbul,6,Siemens PLC Mitsubishi PLC,E,3.71,PhD or Higher,Automation,14000,0,0, ,0,A,0,1, ,H
Kinsey,Shanahan,kinsey.shanahan@mail.com,M,37,Istanbul University-Cerrahpasa,Electronics and Communication Engineering,Batman,10,Schneider Electric PLC Allen Bradley PLC Omron PLC,E,2.85,Master,Automation,35000,1,1,Exempted,1,A,0,0, ,H
Kinsley,Chaney,kinsley.chaney@mail.com,M,31,Middle East Technical University,Electrical Electronics Engineering,Kars,11,Altium Proteus, ,2.71,Master,Electronics,19000,1,0,Uncertain,0,G,1,0, ,N
Kira,Deal,kira.deal@mail.com,F,37,Hacettepe University,Electronics and Automation Engineering,Istanbul,12,Mitsubishi PLC,G,2.38,PhD or Higher,Automation,35000,0,1, ,0,G,0,0, ,N
Kirstyn,Craft,kirstyn.craft@mail.com,F,32,Istanbul Technical University,Mechatronics Engineering,Osmaniye,9,Fusion 360 AutoCAD MATLAB Siemens NX, ,3.30,Master,Design,14000,1,0, ,0,G,1,0, ,N
Kobe,Prince,kobe.prince@mail.com,F,26,Middle East Technical University,Electronics and Communication Engineering,Istanbul,7,Java C#,E,3.37,Master,Programming,46000,1,0, ,1,G,0,1, ,H
Kobie,Rushing,kobie.rushing@mail.com,F,28,Kahramanmaras Sutcuimam University,Aeronautical Engineering,Istanbul,3,MATLAB Altium,G,3.59,Master,Electronics,9000,0,1, ,1,A,0,0,1,H
Kobie,Neff,kobie.neff@mail.com,M,28,Istanbul University-Cerrahpasa,Electrical Electronics Engineering,Ankara,7,Altium Proteus,Other,2.17,Master,Test,39000,0,1,Remnant,0,G,0,0, ,N
Kole,Pritchett,kole.pritchett@mail.com,F,38,Middle East Technical University,Mechatronics Engineering,Istanbul,15,Altium,G,2.20,PhD or Higher,Test,32000,0,0, ,0,A,0,1, ,N
Kortney,Levy,kortney.levy@mail.com,F,27,Bogazici University,Automotive Engineering,Ankara,5,ML DL Python Java,E,3.40,Master,Programming,30000,0,0, ,1,G,0,0,1,H
Kory,Jaimes,kory.jaimes@mail.com,M,34,Giresun University,Electronics and Automation Engineering,Istanbul,9,MATLAB Altium,G,3.74,PhD or Higher,Test,15000,0,0,Exempted,0,A,0,1, ,N
Kristi,Allard,kristi.allard@mail.com,F,31,Duzce University,Automotive Engineering,İzmir,8,Proteus,E,3.67,Master,Electronics,38000,0,1, ,0,G,1,0, ,N
Kristian,Dye,kristian.dye@mail.com,M,41,Tokat Gaziosmanpasa University,Electronics and Communication Engineering,Ankara,20,Altium Proteus,G,3.36,PhD or Higher,Test,47000,1,1,Exempted,0,G,1,0, ,N
Kristin,Mackey,kristin.mackey@mail.com,F,31,Bogazici University,Aeronautical Engineering,Mersin,9,Schneider Electric PLC,E,2.75,PhD or Higher,Automation,17000,1,1, ,0,A,0,1, ,H
Kristofer,Ashley,kristofer.ashley@mail.com,M,33,Bogazici University,Automotive Engineering,Istanbul,12,Proteus, ,3.51,PhD or Higher,Electronics,12000,1,1,Remnant,0,A,1,0, ,N
Kristopher,Sun,kristopher.sun@mail.com,M,43,Istanbul University-Cerrahpasa,Electrical Electronics Engineering,Istanbul,18,Schneider Electric PLC C++,"E,G",2.59,PhD or Higher,Automation,23000,0,1,Delayed,0,A,1,1, ,H
Kurt,Laird,kurt.laird@mail.com,M,20,Istanbul University-Cerrahpasa,Electrical Electronics Engineering,Istanbul,0,C# ML,Other,2.34,Bachelor,Programming,14000,1,1,Not at Military Age,0,A,1,0,1,H
Kya,Ramos,kya.ramos@mail.com,F,42,Bilkent University,Control and Automation Engineering,Gaziantep,19,MATLAB,G,3.69,Master,Electronics,19000,1,1, ,0,G,0,1, ,H
Kyara,Sander,kyara.sander@mail.com,F,25,Bogazici University,Electronics and Automation Engineering,Istanbul,5,ML,"E,G",2.83,Bachelor,Programming,24000,1,0, ,0,G,1,1,0,H
Kylah,Rollins,kylah.rollins@mail.com,F,35,İzmir Institute of Technology,Electronics and Communication Engineering,Ankara,14,MATLAB, ,3.15,PhD or Higher,Electronics,15000,1,0, ,0,A,0,0, ,N
Kyle,Quigley,kyle.quigley@mail.com,F,38,Dokuz Eylul University,Aeronautical Engineering,Kahramanmaras,12,MATLAB,"E,G",2.31,Master,Test,10000,0,0, ,0,G,0,1, ,N
Kylee,Fish,kylee.fish@mail.com,M,26,Sabanci University,Automotive Engineering,Ankara,6,Allen Bradley PLC,"E,G",2.89,Bachelor,Automation,9000,1,0,Not at Military Age,0,G,0,0, ,H
Kyree,Lockhart,kyree.lockhart@mail.com,M,19,Koc University,Mechanical Engineering,Istanbul,0,ML DL,"E,G",3.55,Bachelor,Programming,11000,0,1,Not at Military Age,1,G,1,0,1,H
Lacie,Kerr,lacie.kerr@mail.com,M,26,Istanbul Bilgi University,Aeronautical Engineering,Ankara,7,Altium Proteus,E,3.87,Master,Electronics,29000,1,0,Not at Military Age,0,G,1,0, ,H
Laken,Grace,laken.grace@mail.com,M,42,Sabanci University,Electrical Electronics Engineering,Istanbul,19,Fusion 360, ,3.99,Master,Design,28000,0,1,Exempted,0,G,1,1, ,N
Landon,Hawks,landon.hawks@mail.com,M,44,Yildiz Technical University,Electronics and Communication Engineering,Istanbul,17,MATLAB Altium,"E,G",3.33,PhD or Higher,Electronics,41000,0,0,Uncertain,0,G,1,1, ,H
Lanie,Herring,lanie.herring@mail.com,F,30,Sabanci University,Automotive Engineering,Istanbul,9,Altium, ,2.18,Master,Test,23000,1,0, ,0,G,1,0, ,N
Lara,Gale,lara.gale@mail.com,F,29,Siirt University,Electronics and Automation Engineering,Istanbul,6,ML DL,Other,2.01,Bachelor,Programming,11000,0,0, ,0,A,0,0, ,H
Latavia,Himes,latavia.himes@mail.com,F,27,Akdeniz University,Mechatronics Engineering,Ankara,7,Allen Bradley PLC, ,2.35,Bachelor,Automation,23000,1,0, ,0,G,0,1, ,N
Lawrence,Morin,lawrence.morin@mail.com,M,23,Gaziantep University of Science and Technology,Electrical Electronics Engineering,Istanbul,3,Fusion 360 AutoCAD,Other,3.19,Bachelor,Design,41000,1,0,Not at Military Age,0,A,1,0,1,H
Lawson,Benavides,lawson.benavides@mail.com,M,19,Istanbul Commerce University,Electronics and Automation Engineering,Istanbul,0,Siemens PLC Mitsubishi PLC,Other,2.29,Bachelor,Automation,14000,1,0,Not at Military Age,0,G,0,0,0,H
Layla,Armenta,layla.armenta@mail.com,F,25,Istanbul Technical University,Aeronautical Engineering,Isparta,4,Proteus, ,2.06,Bachelor,Test,20000,1,0, ,0,A,0,0,0,N
Lea,Serrano,lea.serrano@mail.com,F,27,Sabanci University,Electronics and Communication Engineering,İzmir,5,Proteus, ,2.06,Master,Electronics,11000,1,1, ,0,G,1,0,0,N
Leann,Monroy,leann.monroy@mail.com,F,41,Hacettepe University,Mechatronics Engineering,Istanbul,18,Allen Bradley PLC Omron PLC C,E,3.04,Bachelor,Automation,37000,1,1, ,0,G,1,1, ,H
Leanna,Bishop,leanna.bishop@mail.com,F,20,Konya Technical University,Control and Automation Engineering,Ankara,0,ML DL,Other,2.98,Bachelor,Programming,8000,0,1, ,0,A,1,0,1,H
Leif,Ortega,leif.ortega@mail.com,F,40,Koc University,Electrical Electronics Engineering,Istanbul,16,Proteus,"E,G",2.03,Master,Electronics,21000,0,1, ,0,A,1,0, ,H
Leigh,Kruger,leigh.kruger@mail.com,M,35,Middle East Technical University,Electrical Electronics Engineering,Istanbul,12,Mitsubishi PLC Schneider Electric PLC Allen Bradley PLC,E,3.60,PhD or Higher,Automation,34000,1,0,Remnant,0,G,0,1, ,H
Leigha,Nicholas,leigha.nicholas@mail.com,F,40,Bogazici University,Mechatronics Engineering,Mugla,17,MATLAB Altium,"E,G",2.86,Master,Electronics,31000,1,0, ,0,G,0,1, ,N
Leighton,Norman,leighton.norman@mail.com,M,22,Bogazici University,Electrical Electronics Engineering,Istanbul,0,Altium, ,2.32,Bachelor,Electronics,12000,1,0,Not at Military Age,0,G,0,0,0,N
Leilani,Bryant,leilani.bryant@mail.com,M,44,Bilkent University,Aeronautical Engineering,Istanbul,17,Omron PLC C,"E,G",3.63,Bachelor,Automation,38000,1,1,Delayed,0,A,1,1, ,H
Leland,Stull,leland.stull@mail.com,F,36,Gebze Technical University,Automotive Engineering,Istanbul,12,Schneider Electric PLC C++,G,3.53,PhD or Higher,Automation,30000,0,0, ,0,A,0,1, ,H
Leo,Blake,leo.blake@mail.com,F,19,Kocaeli University,Electronics and Communication Engineering,Istanbul,0,C# ML C Python, ,2.15,Bachelor,Programming,9000,0,1, ,0,A,0,1,1,N
Leonard,Barlow,leonard.barlow@mail.com,M,43,Karabuk University,Automotive Engineering,Istanbul,20,C Python ML,Other,3.49,PhD or Higher,Programming,17000,1,1,Uncertain,0,G,1,0, ,H
Leonardo,Turley,leonardo.turley@mail.com,F,41,Kafkas University,Electronics and Automation Engineering,Sakarya,24,Altium Proteus MATLAB,"E,G",3.68,PhD or Higher,Electronics,43000,1,0, ,0,G,0,0, ,N
Leonel,Jett,leonel.jett@mail.com,M,20,Koc University,Electrical Electronics Engineering,Istanbul,0,C# ML C++ C, ,2.22,Bachelor,Programming,14000,0,1,Not at Military Age,0,A,0,0,1,N
Leonel,Lau,leonel.lau@mail.com,M,31,Yildirim Beyazit University,Aeronautical Engineering,Istanbul,13,Siemens PLC Mitsubishi PLC,G,3.10,Bachelor,Automation,32000,1,0,Uncertain,1,G,1,1, ,H
Lester,Binder,lester.binder@mail.com,F,39,Middle East Technical University,Aeronautical Engineering,Tunceli,16,Solidworks,"E,G",2.29,PhD or Higher,Design,11000,1,0, ,0,G,0,1, ,H
Lester,Santoro,lester.santoro@mail.com,M,31,canakkale Onsekiz Mart University,Electronics and Communication Engineering,Istanbul,12,OOP MATLAB C# ML,E,3.14,Bachelor,Programming,19000,1,1,Exempted,0,G,1,1, ,H
Lexi,William,lexi.william@mail.com,F,39,Yildiz Technical University,Automotive Engineering,Antalya,13,MATLAB Altium,G,3.69,Bachelor,Test,33000,0,0, ,0,A,1,1, ,N
Lexis,Cruse,lexis.cruse@mail.com,M,34,Dokuz Eylul University,Aeronautical Engineering,Istanbul,10,Allen Bradley PLC,G,2.66,Bachelor,Automation,37000,1,1,Uncertain,0,G,1,0, ,H
Lexy,McCune,lexy.mccune@mail.com,F,31,Middle East Technical University,Mechatronics Engineering,Istanbul,9,C# ML,G,3.67,Master,Programming,25000,0,1, ,0,A,0,0, ,H
Liam,Jennings,liam.jennings@mail.com,M,41,Sabanci University,Mechatronics Engineering,Bilecik,24,AutoCAD,"E,G",3.51,Master,Design,42000,0,0,Exempted,0,G,1,0, ,H
Liberty,Moody,liberty.moody@mail.com,F,21,Halic University,Automotive Engineering,Kahramanmaras,0,Siemens PLC,Other,3.04,Bachelor,Automation,24000,1,0, ,0,G,1,0,1,H
Lidia,Buford,lidia.buford@mail.com,F,38,Dogus University,Aeronautical Engineering,Adana,15,Proteus,G,3.56,Master,Electronics,44000,1,0, ,0,G,1,1, ,N
Lilianna,Redden,lilianna.redden@mail.com,F,26,Mimar Sinan Fine Arts University,Mechatronics Engineering,Duzce,7,ML,"E,G",3.36,Master,Programming,38000,1,1, ,0,G,0,1, ,H
Lina,McGuire,lina.mcguire@mail.com,M,32,Middle East Technical University,Electronics and Communication Engineering,Istanbul,10,Schneider Electric PLC,E,3.74,Bachelor,Automation,9000,0,1,Delayed,0,A,1,1, ,H
Lionel,McCoy,lionel.mccoy@mail.com,M,36,Gebze Technical University,Electrical Electronics Engineering,Istanbul,13,Altium Proteus, ,2.29,Master,Electronics,13000,1,1,Uncertain,0,G,0,0, ,N
Lizette,Rendon,lizette.rendon@mail.com,F,18,cankaya University,Mechatronics Engineering,Istanbul,0,Altium,G,3.24,Bachelor,Test,15000,0,1, ,0,G,1,1,1,N
Lloyd,Lomax,lloyd.lomax@mail.com,M,35,Sakarya University,Electronics and Automation Engineering,Istanbul,12,Proteus,Other,2.96,Bachelor,Test,9000,0,1,Delayed,0,G,0,1, ,N
Lola,Larkin,lola.larkin@mail.com,F,36,Middle East Technical University,Electronics and Automation Engineering,Ankara,15,C Python OOP,E,2.75,Bachelor,Programming,20000,1,0, ,0,G,1,0, ,H
Long,Forman,long.forman@mail.com,M,44,Yildiz Technical University,Electronics and Automation Engineering,Istanbul,18,C#,E,2.14,Master,Programming,33000,1,0,Exempted,0,G,0,1, ,H
Long,Peek,long.peek@mail.com,M,30,Istanbul University-Cerrahpasa,Electronics and Communication Engineering,Istanbul,15,Java C# C++ C,E,3.37,PhD or Higher,Programming,49000,1,0,Uncertain,1,G,0,0, ,H
Lonnie,Scherer,lonnie.scherer@mail.com,F,44,Istanbul Technical University,Automotive Engineering,Ankara,23,Proteus,G,2.54,PhD or Higher,Test,32000,0,0, ,0,G,0,1, ,N
Louie,Gossett,louie.gossett@mail.com,F,44,Middle East Technical University,Automotive Engineering,Istanbul,21,Fusion 360 AutoCAD matlab,Other,3.83,Master,Design,10000,0,0, ,0,G,1,0, ,H
Louis,Orlando,louis.orlando@mail.com,F,32,Yildiz Technical University,Electronics and Communication Engineering,Istanbul,8,Proteus,Other,3.80,Bachelor,Test,46000,1,1, ,0,A,0,1, ,N
Louise,Huntley,louise.huntley@mail.com,M,18,Istanbul Technical University,Electronics and Automation Engineering,Istanbul,0,ML DL C Python, ,2.29,Bachelor,Programming,44000,0,1,Not at Military Age,0,G,1,1,0,N
Luc,Westbrook,luc.westbrook@mail.com,F,31,TOBB University of Economics and Technology,Electronics and Automation Engineering,Istanbul,10,MATLAB,Other,3.75,PhD or Higher,Test,10000,0,1, ,0,G,0,1, ,N
Lucero,Ashton,lucero.ashton@mail.com,M,21,Istanbul University-Cerrahpasa,Automotive Engineering,Istanbul,0,OOP MATLAB C# ML,G,2.69,Bachelor,Programming,31000,0,0,Not at Military Age,0,A,0,1,1,H
Lucinda,Emmons,lucinda.emmons@mail.com,M,45,Hacettepe University,Electronics and Communication Engineering,Ankara,23,AutoCAD Siemens NX,"E,G",3.50,Bachelor,Design,18000,0,1,Exempted,0,A,1,0, ,H
Lyle,Jeffers,lyle.jeffers@mail.com,M,44,Kahramanmaras İstiklal University,Electrical Electronics Engineering,Bartin,22,Altium Proteus,E,2.20,Master,Electronics,20000,1,0,Delayed,0,A,0,1, ,N
Lyndsey,Worthy,lyndsey.worthy@mail.com,F,18,Harran University,Electrical Electronics Engineering,Istanbul,0,MATLAB,Other,2.74,Bachelor,Electronics,32000,1,1, ,0,A,1,1,1,H
Lyric,Noble,lyric.noble@mail.com,M,32,Istanbul Technical University,Automotive Engineering,Ankara,12,Omron PLC,G,2.78,PhD or Higher,Automation,37000,0,1,Exempted,0,G,1,1, ,H
Macey,Agnew,macey.agnew@mail.com,F,45,Hacettepe University,Electronics and Communication Engineering,Istanbul,25,ML DL C Python,G,3.63,Master,Programming,41000,0,0, ,0,A,1,0, ,H
Macie,Jefferson,macie.jefferson@mail.com,F,39,Middle East Technical University,Electrical Electronics Engineering,Duzce,14,MATLAB Altium,Other,3.38,PhD or Higher,Electronics,12000,1,1, ,0,A,0,0, ,N
Mackenna,Wadsworth,mackenna.wadsworth@mail.com,M,31,Istanbul Technical University,Mechanical Engineering,Istanbul,17,Altium Proteus,E,3.76,Master,Electronics,49000,0,1,Exempted,0,A,1,0, ,H
Mackenzi,Gauthier,mackenzi.gauthier@mail.com,M,23,Baskent University,Electronics and Communication Engineering,Ankara,2,Altium,E,2.44,Bachelor,Electronics,47000,1,0,Not at Military Age,0,A,1,0,0,H
Mackenzie,Peterman,mackenzie.peterman@mail.com,F,24,Bogazici University,Automotive Engineering,Istanbul,0,Altium Proteus MATLAB,Other,2.69,Bachelor,Electronics,27000,0,0, ,0,A,0,0,1,H
Madelyne,High,madelyne.high@mail.com,F,37,Nuh Naci Yazgan University,Aeronautical Engineering,Istanbul,13,MATLAB,"E,G",2.41,Master,Design,50000,0,1, ,0,A,1,1, ,N
Maeve,Ostrander,maeve.ostrander@mail.com,M,19,Sabanci University,Aeronautical Engineering,Gaziantep,0,AutoCAD Siemens NX,Other,2.79,Bachelor,Design,26000,0,0,Not at Military Age,0,G,0,0,1,H
Magali,Hough,magali.hough@mail.com,M,24,Turkish-German University,Electronics and Communication Engineering,Ankara,0,Fusion 360 AutoCAD matlab,G,2.03,Bachelor,Design,19000,1,0,Not at Military Age,0,G,0,0,0,H
Magaly,Mahoney,magaly.mahoney@mail.com,M,42,Istanbul University-Cerrahpasa,Mechatronics Engineering,Ankara,25,Siemens NX Solidworks Fusion 360,G,2.87,PhD or Higher,Design,20000,1,1,Exempted,0,A,1,0, ,H
Maia,Oshea,maia.oshea@mail.com,F,23,Istanbul University-Cerrahpasa,Electronics and Communication Engineering,Ordu,2,Altium Proteus MATLAB,G,3.82,Bachelor,Test,36000,0,1, ,0,G,1,0,1,N
Makayla,Tovar,makayla.tovar@mail.com,M,19,Istanbul Aydin University,Electronics and Automation Engineering,Ankara,0,Schneider Electric PLC C++,G,2.25,Bachelor,Automation,36000,1,1,Not at Military Age,0,G,1,1,1,H
Makaylah,Steen,makaylah.steen@mail.com,M,43,Yildiz Technical University,Electronics and Automation Engineering,İzmir,21,C++ C DL DL OOP,Other,2.76,Master,Programming,39000,0,1,Delayed,0,G,1,0, ,H
Makenna,Altamirano,makenna.altamirano@mail.com,M,25,Istanbul Technical University,Mechatronics Engineering,Ankara,7,MATLAB,"E,G",3.49,Bachelor,Test,26000,1,0,Not at Military Age,0,G,0,1, ,N
Makiya,Frantz,makiya.frantz@mail.com,F,43,Koc University,Mechatronics Engineering,Ankara,18,Solidworks,Other,3.55,Bachelor,Design,8000,0,0, ,0,A,0,1, ,H
Malachi,Ha,malachi.ha@mail.com,F,38,Istanbul University,Electronics and Communication Engineering,Istanbul,12,Altium Proteus MATLAB,E,2.17,Bachelor,Electronics,32000,1,0, ,0,G,0,0, ,N
Maleah,Miranda,maleah.miranda@mail.com,M,26,Ege University,Electrical Electronics Engineering,Ankara,6,Proteus,Other,2.53,Bachelor,Test,48000,1,1,Not at Military Age,0,A,0,1, ,N
Malia,See,malia.see@mail.com,F,35,Istanbul Medipol University,Electronics and Automation Engineering,Ankara,16,MATLAB,G,3.34,Bachelor,Test,21000,1,1, ,0,G,0,0, ,N
Maliyah,Shelton,maliyah.shelton@mail.com,F,42,Middle East Technical University,Electronics and Communication Engineering,Ankara,24,Siemens PLC Mitsubishi PLC Schneider Electric PLC,E,3.26,PhD or Higher,Automation,49000,1,0, ,0,A,1,0, ,H
Marcella,Harmon,marcella.harmon@mail.com,M,20,Bogazici University,Electronics and Communication Engineering,Istanbul,0,Solidworks,G,3.85,Bachelor,Design,15000,1,1,Not at Military Age,0,G,1,1,1,H
Marcello,Langford,marcello.langford@mail.com,F,40,Gaziantep University,Automotive Engineering,Sakarya,17,Schneider Electric PLC Allen Bradley PLC Omron PLC,E,2.48,PhD or Higher,Automation,13000,1,0, ,0,A,0,0, ,N
Marcelo,Voss,marcelo.voss@mail.com,M,41,Hacettepe University,Electronics and Communication Engineering,Istanbul,22,Solidworks,Other,3.64,Bachelor,Design,18000,1,1,Exempted,0,G,0,1, ,H
Marco,Whittaker,marco.whittaker@mail.com,M,42,Middle East Technical University,Electronics and Automation Engineering,Istanbul,16,C++,Other,2.38,PhD or Higher,Programming,39000,0,0,Remnant,0,G,1,1, ,H
Margaret,Allison,margaret.allison@mail.com,M,19,Bogazici University,Mechatronics Engineering,Istanbul,0,Altium Proteus MATLAB,Other,3.74,Bachelor,Electronics,10000,1,1,Not at Military Age,1,G,1,1,1,H
Maria,Mead,maria.mead@mail.com,M,37,Sabanci University,Automotive Engineering,Istanbul,15,Allen Bradley PLC Omron PLC,Other,2.47,PhD or Higher,Automation,41000,1,1,Delayed,0,A,1,1, ,H
Marianna,Roland,marianna.roland@mail.com,M,27,Istanbul University,Electronics and Communication Engineering,Ankara,6,C# ML, ,3.63,Master,Programming,18000,0,0,Not at Military Age,0,A,0,0, ,N
Maribel,Leblanc,maribel.leblanc@mail.com,M,26,Istanbul University-Cerrahpasa,Electronics and Communication Engineering,Ankara,4,MATLAB Altium,"E,G",2.92,Bachelor,Test,11000,0,1,Not at Military Age,0,G,0,1,0,N
Mario,Finney,mario.finney@mail.com,F,34,Istanbul University,Electronics and Automation Engineering,Istanbul,8,MATLAB,E,2.31,PhD or Higher,Test,23000,1,1, ,0,G,0,0, ,N
Marjorie,Levin,marjorie.levin@mail.com,F,23,Sabanci University,Aeronautical Engineering,Kocaeli,1,ML DL, ,2.21,Bachelor,Programming,13000,1,1, ,0,G,0,0,1,N
Mark,Kidd,mark.kidd@mail.com,M,27,Nuh Naci Yazgan University,Automotive Engineering,Istanbul,5,Altium Proteus,Other,3.94,Bachelor,Test,32000,0,0,Not at Military Age,0,A,1,0,0,N
